business_type,industry,monthly_revenue,monthly_expenses,monthly_profit,marketing_budget,sales_channel,years_in_business,employee_count,customer_retention_rate,customer_acquisition_cost,location_type,competition_level,market_growth_rate,digital_presence_score,inventory_turnover_rate,operational_cost_ratio,average_order_value,customer_satisfaction_score,brand_strength_score,starting_budget,founder_experience_years,team_size,target_market_size,product_uniqueness_score,marketing_strategy_score,funding_type,business_model_type,scalability_score,innovation_score,customer_validation_score,future_6_month_profit
Trading,Healthcare,98385,127131,-28746,8745,Offline,7,166,76,24,Urban,9,7,7,3.07,0.44,1164,85,97,108312,16,32,333009,9,2,Angel,B2C,2,8,3,-10722
Services,Healthcare,60526,119374,-58848,7385,Online,6,187,71,151,Urban,9,2,8,3.44,0.65,242,65,61,282850,8,6,901930,4,2,Angel,Hybrid,1,7,3,-45194
Services,Education,171874,79761,92113,10162,Both,2,82,75,140,Urban,1,10,9,5.9,0.32,1180,93,59,397160,12,4,422498,1,7,VC,Hybrid,7,2,6,111621
Manufacturing,IT,105331,109058,-3727,29149,Both,14,91,68,176,Rural,9,4,6,1.08,0.5,1859,89,82,295573,5,16,473544,4,9,Bootstrapped,B2B,6,5,2,511
Manufacturing,Education,68139,58701,9438,13420,Online,14,77,63,190,Rural,1,1,9,1.97,0.86,1374,88,67,479278,19,18,940949,6,3,Bootstrapped,B2C,3,7,1,10827
Trading,Construction,153108,29722,123386,18186,Online,14,100,67,135,Urban,2,4,9,5.83,0.79,512,77,57,197098,10,3,949362,7,5,VC,B2C,3,2,6,133942
Services,Textile,58809,110264,-51455,16532,Both,5,50,67,142,Rural,8,5,9,2.19,0.81,1829,96,75,137964,5,33,501877,2,5,VC,B2C,1,3,3,-47728
Services,Food,105358,95037,10321,12768,Online,13,133,52,136,Urban,8,6,4,5.4,0.38,1874,89,96,327066,6,39,212728,8,6,Angel,Hybrid,2,4,6,28062
Trading,Healthcare,128712,103266,25446,8686,Online,6,68,75,100,Rural,7,14,8,5.72,0.76,1408,90,92,482102,2,13,787092,8,2,Bank Loan,B2B,7,5,4,27295
Trading,FMCG,97340,106092,-8752,2168,Both,1,97,66,150,Urban,6,2,8,5.57,0.36,1863,68,72,254486,1,47,100685,2,8,VC,B2C,5,2,5,-8787
Services,FMCG,64119,106635,-42516,7202,Offline,5,97,88,137,Urban,2,1,5,3.86,0.4,720,99,92,404439,10,26,770762,1,7,VC,B2C,8,6,4,-42525
Services,Education,28070,136378,-108308,17106,Offline,14,182,94,17,Rural,4,12,4,1.72,0.35,300,99,69,223473,16,22,943974,2,4,VC,B2C,6,8,6,-112859
Trading,IT,73989,128333,-54344,5212,Online,3,85,51,91,Rural,7,11,6,1.31,0.84,1806,94,63,304170,8,36,964001,7,4,Bootstrapped,Hybrid,8,1,8,-40477
Manufacturing,IT,24516,81795,-57279,25376,Online,13,122,63,178,Urban,9,9,4,5.21,0.72,1721,96,99,106350,13,2,682485,5,5,Bank Loan,Hybrid,8,9,7,-48134
Trading,Construction,92585,71989,20596,19489,Both,12,179,81,97,Rural,6,8,9,5.34,0.43,707,90,99,466279,3,31,27248,7,1,Bank Loan,Hybrid,1,1,4,20333
Trading,IT,36124,18819,17305,18475,Offline,4,34,91,111,Urban,3,10,6,7.62,0.69,660,75,63,392185,17,32,602937,5,4,VC,B2C,1,9,7,23469
Services,Textile,110625,63707,46918,3233,Online,11,41,75,31,Urban,4,5,2,5.18,0.81,758,98,53,80294,14,20,474025,2,7,VC,B2C,5,1,8,64405
Services,FMCG,31058,75325,-44267,27004,Both,14,49,80,120,Urban,8,13,4,3.36,0.57,1441,85,52,240000,6,25,441474,4,5,Angel,Hybrid,7,6,2,-45304
Manufacturing,IT,159023,106607,52416,22207,Offline,14,69,76,82,Rural,7,5,9,7.61,0.31,259,70,59,259374,9,48,800413,3,8,Bank Loan,B2C,5,7,3,56981
Trading,Textile,186887,41497,145390,4017,Offline,7,22,56,58,Urban,6,10,7,2.36,0.75,1172,65,69,432750,19,23,469348,2,2,VC,Hybrid,3,6,1,151581
Manufacturing,FMCG,78266,149390,-71124,15462,Offline,11,58,80,77,Rural,5,3,5,7.15,0.71,1004,90,59,412249,10,37,367585,9,3,Angel,B2B,7,4,1,-53029
Manufacturing,IT,57772,68371,-10599,22954,Offline,6,94,83,18,Urban,3,1,2,4.81,0.46,1108,84,80,127670,3,40,222645,3,8,VC,Hybrid,1,5,8,9044
Trading,Textile,152826,136708,16118,11770,Offline,12,30,60,171,Rural,9,2,5,5.77,0.87,1196,82,91,415444,9,11,894336,4,8,Angel,B2B,6,2,5,22343
Manufacturing,Food,150216,93053,57163,27749,Online,7,65,60,126,Urban,3,3,5,4.34,0.9,616,95,62,450563,17,27,884995,4,9,Bank Loan,B2B,4,7,1,69106
Manufacturing,Textile,144559,55966,88593,26871,Offline,1,62,52,17,Rural,8,11,5,3.16,0.57,1452,76,86,482882,19,3,219330,7,8,Bootstrapped,B2B,8,8,1,87091
Trading,Food,182989,147774,35215,10494,Online,10,25,77,138,Urban,4,4,9,7.27,0.48,221,63,86,320161,17,40,101529,9,2,Bank Loan,B2B,8,7,2,50273
Manufacturing,Food,175396,115494,59902,13409,Both,6,30,87,68,Urban,4,1,5,7.11,0.9,1115,61,74,110840,19,39,525096,7,4,VC,B2B,3,2,1,63800
Manufacturing,Healthcare,72079,132081,-60002,25251,Both,4,157,59,74,Urban,4,3,9,2.82,0.79,1453,97,60,248264,1,21,568819,6,1,Bank Loan,Hybrid,5,3,1,-47722
Services,Textile,93637,65578,28059,7208,Both,2,85,55,21,Rural,1,1,7,5.12,0.68,345,85,95,170497,8,34,560575,7,6,Bootstrapped,Hybrid,6,3,7,31126
Trading,Healthcare,105417,36880,68537,29251,Both,3,184,55,123,Rural,6,12,6,2.33,0.68,1377,86,57,392462,5,37,305781,5,6,Bootstrapped,Hybrid,3,7,8,84851
Trading,Textile,37572,18443,19129,7684,Both,12,46,76,94,Urban,9,13,1,5.1,0.77,1494,87,59,413798,2,6,825185,7,6,Bootstrapped,B2B,7,9,2,26255
Manufacturing,Textile,51256,70814,-19558,27167,Offline,10,70,85,11,Urban,1,6,5,6.76,0.49,796,99,71,376501,12,49,544716,2,4,VC,B2B,2,7,9,-24365
Services,Construction,133020,54633,78387,25800,Both,8,165,54,87,Rural,4,7,8,6.63,0.68,1744,99,67,362892,15,43,803366,4,6,Angel,Hybrid,8,8,7,96243
Services,Food,37628,38249,-621,5282,Both,4,160,75,116,Rural,5,14,7,4.78,0.4,330,75,82,308522,1,45,936799,5,2,Angel,B2B,9,2,9,3580
Trading,FMCG,130441,138105,-7664,14995,Both,3,58,53,86,Urban,9,3,3,7.44,0.69,979,68,73,99430,5,46,45086,9,4,Bank Loan,B2C,4,8,4,-6378
Services,IT,81987,18226,63761,27561,Online,9,8,52,28,Rural,9,8,7,2.99,0.31,1783,97,61,389933,4,3,776766,7,6,VC,B2C,2,5,6,70681
Trading,Food,140804,113538,27266,6770,Online,11,102,58,168,Rural,8,9,3,7.53,0.64,327,61,73,251965,15,29,342444,4,6,Bootstrapped,Hybrid,6,2,6,46562
Services,Education,29779,26444,3335,3526,Online,6,94,80,111,Rural,6,4,3,1.61,0.63,748,78,68,356937,13,23,146830,8,8,VC,Hybrid,9,9,8,709
Manufacturing,Textile,106262,72201,34061,5063,Offline,2,165,61,57,Rural,5,10,9,4.67,0.48,1447,99,72,65828,4,31,815103,5,7,VC,B2B,5,8,7,33090
Manufacturing,Healthcare,94232,90495,3737,17383,Online,13,137,75,147,Rural,8,6,4,3.93,0.66,506,69,62,172793,7,43,600108,3,4,Angel,B2B,4,4,9,18854
Services,Education,119333,39475,79858,21350,Both,13,80,91,104,Urban,9,10,3,1.21,0.66,1988,95,94,92983,14,17,342993,8,1,Bank Loan,B2B,1,7,3,95693
Manufacturing,Food,90363,103907,-13544,21887,Both,9,156,50,154,Urban,6,12,1,4.2,0.41,483,65,70,491068,4,34,648838,9,4,Angel,Hybrid,4,9,4,-5641
Services,Construction,26521,54123,-27602,6771,Online,9,175,73,174,Urban,9,8,4,4.86,0.34,1296,83,77,163627,5,33,609541,4,5,Bank Loan,B2C,8,9,3,-12499
Manufacturing,FMCG,107321,120296,-12975,21700,Offline,4,67,71,127,Rural,6,3,7,2.85,0.64,273,74,75,490687,1,16,353101,8,7,Bootstrapped,Hybrid,9,3,8,-4125
Trading,IT,78984,119395,-40411,8790,Offline,14,126,50,88,Urban,6,1,4,3.29,0.75,1331,88,93,480968,4,45,527555,6,3,Bootstrapped,B2C,5,4,7,-42778
Manufacturing,Food,183413,33645,149768,28155,Online,2,82,65,97,Urban,7,4,4,6.45,0.79,549,64,52,219193,8,27,378969,2,4,Angel,B2B,5,4,5,145791
Services,Education,71567,41140,30427,27056,Offline,14,141,50,32,Urban,3,8,6,6.72,0.43,280,89,61,116300,8,49,332786,4,7,Bank Loan,B2B,6,7,9,38229
Services,Food,169912,118985,50927,28803,Online,6,163,86,159,Rural,8,2,6,6.87,0.72,224,79,73,212540,11,9,623556,5,2,Bank Loan,Hybrid,9,4,3,63657
Manufacturing,FMCG,56513,90714,-34201,19875,Online,9,138,54,70,Rural,9,8,6,6.33,0.64,1917,81,81,188303,15,12,340557,8,6,VC,B2C,4,7,7,-15026
Services,Textile,70775,141001,-70226,25610,Both,6,66,68,81,Urban,4,14,4,7.74,0.57,1092,91,77,453303,19,11,883120,1,5,VC,Hybrid,5,1,5,-63308
Manufacturing,IT,77398,31468,45930,26531,Offline,13,77,65,177,Urban,1,13,4,6.87,0.52,1459,73,97,265905,15,12,905980,4,8,Bootstrapped,B2C,1,5,9,63290
Trading,Construction,122799,92977,29822,14812,Online,13,24,68,36,Urban,2,10,9,4.68,0.52,340,83,65,306463,18,5,664017,1,1,Bank Loan,Hybrid,2,6,2,25003
Trading,Construction,144412,61075,83337,10559,Online,11,97,83,177,Rural,5,14,8,7.7,0.4,241,93,63,313926,12,42,331831,4,7,Angel,B2B,9,9,4,98364
Manufacturing,Textile,143678,27101,116577,7067,Offline,3,62,71,33,Urban,2,12,3,2.46,0.83,1751,93,96,345194,12,30,251216,7,4,Angel,Hybrid,6,8,7,116404
Trading,Healthcare,179725,39373,140352,2787,Both,4,157,92,136,Rural,9,4,2,2.28,0.71,1458,80,99,393311,2,27,628411,1,2,Bank Loan,B2B,7,1,1,142562
Trading,Food,99752,146020,-46268,14398,Offline,4,175,68,119,Rural,4,11,7,5.12,0.31,780,81,80,129030,4,41,742182,2,2,Bootstrapped,B2C,6,1,7,-32259
Trading,Education,113374,18303,95071,29177,Offline,8,167,62,192,Urban,1,13,3,1.63,0.51,672,75,79,335252,9,42,268821,5,2,Angel,Hybrid,8,8,7,103956
Manufacturing,FMCG,183175,26355,156820,19144,Offline,12,117,57,26,Rural,3,4,8,7.1,0.78,302,80,55,175039,19,29,573536,2,9,Angel,B2C,4,8,9,162421
Services,Food,56836,76557,-19721,26281,Online,13,92,61,87,Rural,9,9,4,5.14,0.53,592,65,50,472234,17,30,932050,1,2,Bootstrapped,B2C,6,7,1,-21274
Manufacturing,Healthcare,60372,125805,-65433,2899,Offline,6,121,62,70,Urban,7,13,4,3.13,0.57,1280,91,60,332897,13,22,996635,4,7,Bank Loan,B2B,4,7,8,-66419
Services,Food,138058,123748,14310,13243,Both,1,191,89,140,Urban,7,3,4,6.09,0.56,1641,74,96,204165,12,42,277311,6,4,VC,Hybrid,5,7,3,29892
Trading,Construction,177336,146648,30688,16231,Both,5,110,58,187,Urban,1,10,7,3.78,0.52,449,64,53,119619,13,9,338911,1,1,Bank Loan,B2C,8,2,6,32951
Services,Food,75873,129785,-53912,12140,Online,13,50,80,161,Rural,7,14,4,5.12,0.71,1612,69,90,155780,7,13,572991,7,8,Bank Loan,Hybrid,7,4,2,-36922
Services,Textile,60882,54293,6589,23050,Online,13,45,79,132,Urban,2,14,7,5.23,0.73,264,66,87,303916,2,40,820548,9,1,Angel,B2C,1,2,8,5167
Services,Food,148686,118258,30428,3686,Offline,1,48,56,134,Rural,8,7,5,6.97,0.77,718,93,74,325777,18,6,26205,8,6,VC,Hybrid,9,6,5,29151
Manufacturing,Textile,123312,127994,-4682,15137,Online,7,175,83,183,Rural,1,11,2,6.04,0.64,849,79,97,394291,6,26,426911,4,6,Bootstrapped,B2B,1,7,7,13018
Manufacturing,Textile,23018,98716,-75698,17870,Offline,9,140,66,91,Rural,2,11,4,5.09,0.33,1689,98,81,365228,16,2,16140,3,9,VC,B2C,7,4,6,-61070
Services,Construction,85198,140627,-55429,9937,Both,5,12,79,121,Rural,3,14,7,1.2,0.35,1412,81,57,182260,12,6,328783,9,6,VC,B2B,5,6,9,-48427
Manufacturing,Healthcare,72086,63393,8693,13433,Offline,10,191,89,199,Urban,6,4,5,1.21,0.82,1365,62,56,444327,12,36,414624,3,6,VC,B2C,4,1,6,20575
Manufacturing,IT,35360,117379,-82019,16797,Online,1,55,56,129,Rural,8,3,5,7.76,0.44,1581,77,91,466704,13,5,339336,8,3,Bootstrapped,Hybrid,6,9,8,-70172
Manufacturing,Textile,173033,15228,157805,29355,Online,9,93,61,17,Urban,4,10,7,4.78,0.66,1390,76,77,163591,3,3,921346,9,2,Bank Loan,Hybrid,1,2,2,168448
Manufacturing,Education,37275,77068,-39793,26446,Online,10,188,83,191,Urban,5,2,1,2.89,0.4,1590,83,74,330226,8,6,758757,1,5,Bank Loan,B2C,7,1,9,-32045
Trading,FMCG,74860,145134,-70274,22579,Online,11,40,91,12,Urban,9,6,2,4.11,0.74,1124,70,54,366505,6,36,740867,5,4,VC,B2B,9,3,5,-56812
Manufacturing,Education,90102,74883,15219,23709,Online,6,155,92,77,Rural,9,6,1,7.14,0.45,1833,63,92,373522,18,33,952063,5,9,Angel,B2C,9,7,4,24241
Trading,Education,106995,84798,22197,22212,Offline,11,193,55,81,Rural,1,7,8,1.22,0.75,135,61,64,290659,10,22,874733,8,8,Bank Loan,B2B,2,6,6,17343
Manufacturing,Textile,125820,31973,93847,13031,Offline,10,134,94,43,Rural,7,9,3,4.28,0.37,1033,76,87,401450,19,49,965028,8,8,Bank Loan,B2B,8,3,8,107219
Services,Textile,160435,64511,95924,16255,Both,3,165,89,193,Urban,9,6,2,2.88,0.72,695,70,79,94262,14,43,263902,4,1,Bootstrapped,B2B,8,9,9,114894
Services,Education,133624,98515,35109,21626,Both,12,24,65,162,Rural,4,2,3,6.5,0.49,409,63,72,492246,1,30,879528,8,1,Bootstrapped,Hybrid,8,5,1,46263
Manufacturing,Healthcare,47875,32734,15141,2619,Online,5,103,76,157,Urban,2,8,2,1.33,0.61,577,66,88,109724,1,41,634632,7,8,Angel,B2B,4,8,3,34250
Manufacturing,Construction,72540,54308,18232,25631,Online,8,19,60,149,Urban,6,9,3,3.44,0.82,1681,89,56,151051,11,11,857362,3,2,VC,B2B,1,2,5,25644
Services,Healthcare,37807,105811,-68004,29031,Online,12,89,91,153,Urban,4,3,9,3.1,0.33,251,69,67,359996,9,28,366470,3,4,Angel,Hybrid,3,6,9,-71859
Trading,IT,85353,38880,46473,15541,Online,1,175,69,16,Urban,4,9,5,5.99,0.33,1535,73,62,374385,9,4,600211,4,8,Angel,B2C,2,5,2,61457
Services,Food,45672,56819,-11147,2301,Online,1,120,85,122,Urban,2,6,3,7.65,0.88,1452,62,87,78357,17,46,958716,7,9,Angel,B2B,9,9,2,-1691
Trading,Food,164512,143053,21459,21724,Offline,8,25,72,178,Urban,1,9,4,4.46,0.56,1671,88,97,185326,14,26,173194,6,6,Angel,B2C,9,1,7,30880
Services,FMCG,92403,61944,30459,24381,Online,14,114,79,118,Rural,1,9,4,3.74,0.77,568,60,96,310691,15,20,435445,1,2,VC,Hybrid,2,4,9,28693
Services,Education,132586,100041,32545,12231,Online,11,21,52,199,Rural,5,1,1,4.56,0.69,1785,72,93,402477,8,27,473927,7,5,Bank Loan,B2C,7,7,2,41747
Manufacturing,Education,40790,63055,-22265,13704,Online,11,120,74,123,Rural,6,3,5,5.63,0.51,814,77,60,194610,4,39,192859,5,4,VC,B2B,4,2,4,-16810
Services,Education,75003,35319,39684,25214,Online,14,175,59,19,Urban,8,6,5,5.36,0.65,1153,64,59,228671,11,39,758734,7,1,Bank Loan,Hybrid,9,8,5,51017
Services,Healthcare,130850,98064,32786,9660,Both,2,57,60,70,Rural,2,8,3,2.6,0.69,1762,68,63,157214,11,14,520135,9,5,Bank Loan,B2C,6,7,5,47296
Manufacturing,FMCG,126264,19886,106378,28302,Online,8,21,80,99,Rural,7,9,3,4.19,0.56,1944,80,84,360613,10,47,424481,7,3,Bootstrapped,Hybrid,4,8,1,105149
Manufacturing,Construction,180911,72405,108506,23585,Offline,3,148,54,100,Urban,6,9,2,2.83,0.54,143,91,92,467046,19,30,326359,2,5,Bank Loan,Hybrid,5,1,7,125751
Trading,Textile,175267,79383,95884,6619,Both,2,12,81,58,Urban,8,13,7,1.05,0.62,1848,66,75,378598,2,40,424529,7,8,Angel,B2C,8,5,7,115421
Trading,Education,55210,17595,37615,15206,Both,13,53,93,179,Urban,7,12,1,2.98,0.57,1011,73,92,110210,11,3,127790,7,9,Bootstrapped,Hybrid,9,8,2,54136
Manufacturing,Healthcare,56087,52473,3614,17259,Online,4,166,53,79,Rural,6,4,2,1.01,0.51,822,70,60,297668,2,48,639365,8,2,Bank Loan,Hybrid,8,8,4,5225
Trading,Construction,57846,107079,-49233,21702,Both,1,114,63,10,Urban,8,11,1,4.0,0.81,296,96,53,411837,7,23,937767,6,7,Bootstrapped,B2B,5,6,1,-41741
Manufacturing,Textile,177234,85203,92031,24589,Offline,1,183,77,173,Rural,8,9,4,5.42,0.78,1758,87,85,351805,9,31,623090,5,1,Angel,B2B,3,5,6,107817
Manufacturing,Education,78204,29263,48941,8014,Online,3,117,86,97,Rural,4,13,9,4.88,0.86,1008,85,60,427303,1,7,976562,9,7,Bank Loan,Hybrid,2,3,8,45493
Manufacturing,Food,83276,26693,56583,20352,Offline,5,46,82,117,Urban,9,7,5,7.26,0.66,1910,98,56,129142,2,35,119530,5,4,Angel,B2C,7,3,5,55725
Trading,Food,26817,53512,-26695,27491,Offline,8,129,61,112,Rural,1,10,7,4.58,0.38,1850,78,94,367174,3,35,366184,9,7,VC,B2C,5,4,4,-19603
Trading,Education,154624,74571,80053,25622,Both,14,137,53,148,Rural,3,6,4,3.53,0.37,855,84,69,333973,4,16,183073,6,8,Bank Loan,B2C,9,4,6,86923
Services,Textile,168712,113235,55477,21168,Both,13,198,75,73,Urban,9,10,3,3.49,0.34,529,78,92,166052,6,15,209303,2,6,VC,Hybrid,2,9,6,62363
Trading,Healthcare,166104,60915,105189,12433,Offline,8,47,58,81,Urban,5,8,5,7.1,0.85,648,73,86,484806,19,5,680583,6,8,VC,B2C,2,9,7,110847
Manufacturing,Food,159535,116772,42763,11476,Both,11,131,88,27,Rural,4,7,2,3.28,0.33,1677,70,78,125956,8,17,617151,1,6,Bank Loan,B2B,2,1,7,50434
Trading,Construction,187149,20661,166488,5838,Online,1,94,60,132,Rural,6,10,6,4.35,0.39,1745,97,58,323941,1,27,686277,8,7,Bootstrapped,Hybrid,8,8,9,162419
Services,IT,95058,20030,75028,18753,Both,5,175,54,196,Rural,9,14,8,6.9,0.62,1057,99,92,335157,15,39,116905,6,9,Bootstrapped,Hybrid,1,6,8,71409
Trading,IT,148446,58184,90262,13882,Both,11,106,74,63,Urban,2,1,4,5.34,0.55,904,68,54,130625,19,16,20237,9,5,VC,Hybrid,1,4,9,104204
Trading,Food,98000,91599,6401,16744,Online,9,26,62,174,Rural,7,9,5,6.96,0.73,1549,60,95,412944,10,44,246475,4,2,VC,Hybrid,7,2,7,4016
Services,Textile,195767,148322,47445,15608,Both,10,20,65,115,Urban,6,4,8,4.27,0.7,823,91,82,186199,14,4,330533,1,5,VC,B2B,6,8,7,65940
Trading,FMCG,176805,49311,127494,15850,Both,5,55,77,196,Rural,8,5,3,6.42,0.54,1754,72,86,123406,2,41,710493,6,9,Bank Loan,B2B,7,6,4,139669
Manufacturing,Education,109638,78823,30815,11094,Both,5,70,57,51,Urban,2,6,4,7.71,0.5,1199,86,63,355168,9,48,787425,8,5,VC,B2C,2,5,9,41338
Trading,Education,27074,72344,-45270,22040,Online,4,81,89,148,Rural,3,13,6,7.31,0.43,124,99,74,499107,10,12,96123,4,1,Angel,B2C,3,7,3,-31798
Trading,IT,39184,21902,17282,18606,Online,5,26,68,23,Urban,5,3,2,3.04,0.34,1434,99,61,281616,18,35,673403,3,7,Bank Loan,Hybrid,7,7,1,32929
Services,IT,74673,65390,9283,22992,Online,12,168,91,55,Urban,5,1,7,7.57,0.46,1643,73,69,348540,9,42,319930,6,7,VC,B2B,4,4,9,10775
Trading,FMCG,175198,73074,102124,7557,Offline,1,42,78,177,Urban,7,8,9,1.83,0.44,214,75,67,387850,6,26,390961,4,5,Angel,B2B,5,1,6,102173
Manufacturing,Textile,188340,72676,115664,17068,Online,11,170,58,95,Rural,1,12,7,1.92,0.57,1024,86,54,169432,19,34,110730,8,4,Bootstrapped,B2C,7,4,7,133181
Services,Textile,180031,120044,59987,17309,Both,10,154,83,130,Urban,7,8,6,2.56,0.52,965,89,55,187762,17,39,349111,4,8,Bank Loan,B2B,3,7,3,78085
Services,Food,180462,79229,101233,6038,Online,8,82,53,18,Rural,7,9,3,3.41,0.76,571,92,82,306189,16,24,410813,8,3,Bootstrapped,Hybrid,2,7,5,108734
Manufacturing,FMCG,192544,124889,67655,5285,Online,14,149,73,187,Rural,5,8,5,7.48,0.7,1465,82,89,338242,13,29,297965,5,7,Bank Loan,B2B,9,6,1,84273
Trading,Textile,59498,140829,-81331,17779,Online,6,65,59,186,Urban,5,3,7,4.33,0.34,246,70,52,63989,6,48,132850,6,9,Bootstrapped,B2B,8,7,7,-71723
Trading,Education,40999,132154,-91155,21143,Online,13,37,91,14,Rural,5,1,6,1.71,0.43,1871,79,71,420717,1,6,980257,7,9,VC,B2B,9,9,7,-87380
Manufacturing,Textile,199056,53202,145854,19663,Offline,5,68,89,13,Urban,1,6,1,4.09,0.87,985,64,98,176238,12,8,102238,3,7,Bank Loan,B2B,5,3,6,161187
Trading,Textile,79552,105117,-25565,26524,Both,4,104,86,54,Rural,9,1,3,1.46,0.76,1404,74,72,468688,9,39,299279,2,1,Angel,B2B,6,7,6,-22745
Trading,FMCG,121958,28733,93225,19480,Offline,9,31,90,16,Rural,9,1,3,2.83,0.61,1666,75,96,310820,17,36,276037,6,3,VC,B2C,4,7,6,107176
Trading,IT,71594,144617,-73023,9341,Offline,6,70,92,116,Rural,4,1,9,4.59,0.5,123,64,84,285715,3,43,851591,5,8,Bank Loan,B2B,1,9,3,-63631
Trading,Food,71376,109834,-38458,12271,Both,2,190,72,39,Urban,6,7,7,1.45,0.72,425,94,81,331035,4,33,467274,6,3,Bootstrapped,Hybrid,7,3,9,-29302
Services,Food,27603,53661,-26058,4153,Online,10,22,53,66,Urban,7,5,6,4.16,0.31,1600,93,65,277677,4,29,182359,5,2,VC,Hybrid,3,5,4,-7274
Manufacturing,Textile,91240,109846,-18606,3277,Both,8,60,56,60,Rural,8,8,5,4.33,0.59,549,83,91,189829,16,5,805450,3,5,Bootstrapped,B2C,6,1,1,1054
Manufacturing,Healthcare,155242,108202,47040,10379,Offline,1,143,64,117,Urban,1,10,8,3.31,0.75,1890,83,60,342573,8,49,536127,3,8,Angel,Hybrid,1,4,5,58825
Services,Construction,167972,81196,86776,26905,Both,10,164,67,67,Urban,2,8,5,4.47,0.82,1324,64,54,269769,9,42,764529,7,1,Bank Loan,Hybrid,4,2,9,101576
Manufacturing,Construction,125439,98474,26965,18515,Online,2,9,55,194,Urban,4,1,2,4.25,0.31,731,77,53,494255,15,7,918825,6,3,Bank Loan,Hybrid,9,5,2,26012
Manufacturing,Education,80606,31524,49082,13012,Offline,4,168,68,29,Rural,6,9,4,1.28,0.41,1096,63,88,414166,7,26,437790,7,4,VC,Hybrid,4,2,6,62180
Trading,Education,184780,103978,80802,10421,Online,11,137,62,71,Rural,8,14,1,1.08,0.68,450,76,79,370792,4,8,484530,8,4,Angel,B2C,2,2,8,97034
Manufacturing,Healthcare,31391,103512,-72121,3064,Offline,9,166,57,65,Rural,4,14,4,5.32,0.31,644,70,90,358562,11,5,267046,5,5,Bank Loan,Hybrid,1,2,5,-56412
Trading,Construction,130353,89858,40495,16166,Both,7,6,88,158,Rural,4,8,5,2.91,0.31,1802,86,93,177782,7,34,564140,3,3,Bootstrapped,B2C,6,3,9,48718
Services,Food,54804,64689,-9885,8863,Offline,13,170,69,30,Rural,2,1,2,4.03,0.47,261,68,85,183706,10,47,621974,3,6,Angel,B2B,3,3,9,-5903
Services,FMCG,39733,91942,-52209,18775,Offline,7,121,65,185,Urban,2,6,1,4.1,0.79,840,66,86,474315,4,33,167605,9,4,VC,B2B,4,5,6,-52998
Services,Textile,177326,34208,143118,24293,Both,6,188,86,66,Urban,9,12,2,6.52,0.52,458,83,75,123368,8,42,527737,2,3,Angel,B2B,1,1,6,158672
Services,FMCG,103200,40437,62763,10133,Online,9,186,63,109,Urban,1,6,7,3.94,0.77,1211,92,57,96635,11,35,877233,8,2,VC,B2C,8,5,9,62352
Trading,Education,28312,99767,-71455,27080,Online,7,180,73,191,Urban,9,2,3,7.82,0.44,1571,80,61,104026,19,7,429817,1,6,Bank Loan,Hybrid,8,8,1,-75338
Manufacturing,FMCG,121165,64790,56375,29574,Online,14,78,59,149,Rural,6,6,5,2.25,0.31,859,71,71,268435,4,46,963400,4,7,Bootstrapped,B2B,6,2,5,60059
Trading,Textile,102866,74337,28529,3545,Offline,4,49,79,139,Urban,1,13,1,2.15,0.83,598,73,59,140061,17,38,454629,2,3,Bank Loan,B2B,3,2,4,26969
Services,FMCG,169149,40895,128254,22046,Offline,9,167,75,114,Rural,4,8,7,7.51,0.7,1953,77,88,294036,18,34,598907,6,1,Angel,Hybrid,9,5,1,126075
Manufacturing,Food,44331,149655,-105324,13331,Online,7,120,77,48,Rural,1,12,3,6.6,0.34,114,77,70,123492,9,4,863376,5,3,Bank Loan,Hybrid,5,9,1,-94068
Manufacturing,IT,36448,29715,6733,4015,Online,10,73,92,110,Urban,3,9,7,1.55,0.8,113,91,57,441194,18,4,506605,2,5,Bank Loan,B2C,8,3,6,8131
Services,Textile,177855,61791,116064,26063,Both,3,37,51,24,Rural,5,14,8,4.69,0.5,1399,60,58,400984,11,39,144886,4,6,Bank Loan,Hybrid,9,6,7,122433
Manufacturing,Healthcare,187621,49726,137895,8341,Offline,12,13,76,55,Urban,6,4,7,7.75,0.7,1575,99,89,292621,6,41,32073,2,3,Bank Loan,Hybrid,6,7,4,150575
Manufacturing,Healthcare,178803,62813,115990,21836,Both,12,145,78,182,Rural,4,10,1,7.7,0.77,208,98,86,288378,18,37,342627,6,7,VC,B2B,4,1,1,135925
Manufacturing,Education,31556,92104,-60548,10482,Online,13,13,86,69,Urban,8,10,9,4.24,0.72,1242,63,94,399166,18,40,681945,7,7,Bank Loan,B2C,8,3,5,-43082
Trading,Healthcare,63543,42122,21421,5123,Offline,6,8,64,46,Urban,7,12,2,3.31,0.8,481,91,54,397842,2,15,86025,8,4,Bank Loan,Hybrid,1,6,6,37042
Manufacturing,Textile,192769,117023,75746,18438,Online,14,6,75,72,Rural,1,11,8,3.93,0.36,1685,80,87,255977,17,47,101006,4,2,Bootstrapped,Hybrid,6,4,3,93460
Manufacturing,Construction,67303,122665,-55362,13631,Offline,10,68,56,194,Rural,1,11,3,6.7,0.73,1149,73,66,164952,7,47,508394,7,1,Angel,B2B,9,8,5,-53305
Manufacturing,FMCG,157107,88495,68612,19569,Both,4,8,78,96,Urban,3,8,7,1.35,0.59,1618,84,55,298386,7,25,927460,6,1,Bootstrapped,B2C,8,1,3,66808
